videoId,channelTitle,title,description,denialism,conspiracy,URL
W5aq5LfPUCo,-BERSERK HAWKWIND,地球温暖化詐欺アメリカ版（ＣＮＮ）／正体暴露－脅迫の気候／予告編,"２００７年５月２日、米ＣＮＮのゴールデン・タイム・キャスター、グレン・ベックによる地球温暖化の欺瞞を暴くスペシャル番組が行われましたが、前夜に彼自身がキャスターを務めているニュース番組内での予告編です。



地球温暖化問題の疑惑を暴露するドキュメンタリーとして、最近ではイギリスＢＢＣによる地球温暖化詐欺＝The Great Global Warming Swindleが話題になりましたが、実は米でも直後に同様の報道がなされていました。



日本との報道事情のギャップをご体感ください。



原題：Exposed The Climate of Fear",1.0,1.0,https://www.youtube.com/watch?v=W5aq5LfPUCo
WOQ5w_cEqFc,-BERSERK HAWKWIND,地球温暖化の『恐怖』／本当にかつて一度でも危機だったか？／ＩＣＣＣ,"The Heartland Institute による、ＩＣＣＣ（International Conference on Climate Change、気候変動に関する国際会議）のプロモーションビデオです。



ＩＰＣＣ（気候変動に関する国際間パネル）とは違い、ＩＣＣＣは科学的に純粋に『気候変動は人類の影響は実質無いに等しい』という結論を導いています。つまり、現実には『地球温暖化が人類の排出するＣＯ２に大きく由来する、という見解の一致』は無いどころか、ＩＰＣＣや元米副大統領のアル・ゴアらが主張する事は、全くの誤りである事になります。



補足：題名を若干修正しました（２００９／４／６）、以前は『脅し－地球温暖化／本当にかつて一度でも危機だったか？／ＩＣＣＣ』",1.0,0.0,https://www.youtube.com/watch?v=WOQ5w_cEqFc
WYQ5Q92YFJQ,asaigeruma,環境総合研究所のビデオ,,0.0,0.0,https://www.youtube.com/watch?v=WYQ5Q92YFJQ
Wz8EbErRhsE,Visit Madrid,訪問者へのアドバイス：　マドリードの気候,esMADRIDtv のアナウンサーであるクリスティーナ・ムニョスとイケナ・カレイラが、マドリードの気候についてツーリストにアドバイスします。,0.0,0.0,https://www.youtube.com/watch?v=Wz8EbErRhsE
XP9tkVOAtZc,greenactionjapan,No9.脱温暖化社会-G8に向けて日本は何をするべきか-,"脱温暖化社会G8に向けて日本は何をするべきか？

講演：鮎川ゆりか（WWFジャパン　気候変動特別顧問）

主催：グリーン・アクション

後援：気候ネットワーク

2008年4月26日（土）京都府総合福祉会館ハートピア京都



地球の温暖化は深刻な問題です。

これからの5−10年間に緊急の行動が必要であることが示されています。

しかし、日本の温暖化効果ガスの排出量は減少しておらず、依然として上昇している。

こういう状況の中、はたして今年の夏に開かれるG8に向けて日本はリーダーシップを取れるのであろうか？

鮎川ゆりかさんが、緊急に迫る問題点と日本の果たすべき役割についてお話しています。



講演資料は、グリーン・アクションホームページで公開しています。

http://www.greenaction-japan.org/",0.0,0.0,https://www.youtube.com/watch?v=XP9tkVOAtZc
X_fdMBLdx3o,スプリームマスターテレビジョン・ジャパン 旧,科学者達が語る気候変動対策　CLIMATE CHANAGE OPTION8,"科学者達が語る気候変動対策　CLIMATE CHANAGE OPTION8

更なる情報はこちらにアクセスwww.SupremeMasterTV.com",0.0,0.0,https://www.youtube.com/watch?v=X_fdMBLdx3o
YKxmLbyvzCw,greenactionjapan,No5.脱温暖化社会-G8に向けて日本は何をするべきか-,"脱温暖化社会G8に向けて日本は何をするべきか？

講演：鮎川ゆりか（WWFジャパン　気候変動特別顧問）

主催：グリーン・アクション

後援：気候ネットワーク

2008年4月26日（土）京都府総合福祉会館ハートピア京都



地球の温暖化は深刻な問題です。

これからの5−10年間に緊急の行動が必要であることが示されています。

しかし、日本の温暖化効果ガスの排出量は減少しておらず、依然として上昇している。

こういう状況の中、はたして今年の夏に開かれるG8に向けて日本はリーダーシップを取れるのであろうか？

鮎川ゆりかさんが、緊急に迫る問題点と日本の果たすべき役割についてお話しています。



講演資料は、グリーン・アクションホームページで公開しています。

http://www.greenaction-japan.org/",0.0,0.0,https://www.youtube.com/watch?v=YKxmLbyvzCw
_DEjW1lvM_s,JETROLosangeles,知事による気候変動に関する国際会議（2008年11月)／ Green Innovation Connect,"JETRO LAでは、日経アメリカ社と協力して「Green Innovation Connect」プロジェクトを立ち上げ、環境技術を持つ日本企業の米国展開を応援します。



Green Innovation Connect is a joint project of Nikkei America and JETRO LA, designed for US　businesses to partner with Japanese clean-tech companies.  This project enables access to the latest updates as well as partnering events and conferences featuring Japanese green innovations.",0.0,0.0,https://www.youtube.com/watch?v=_DEjW1lvM_s
_Moa74Nr4PE,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part1-2米国ＣＡハリウッド,"『SOS 気候変動国際会議Part 1-2　2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/17放送

ノーベル環境世界部門賞を授与され「ローマクラブ」の会長でもあられるアショク・コースラ博士が語る",0.0,0.0,https://www.youtube.com/watch?v=_Moa74Nr4PE
aMki1N6tocs,raionnotamago,"だれも言わない捕鯨問題。温暖化との関係。Whaling, Climate Change, and Australia",捕鯨問題、温暖化、そしてオーストラリア,0.0,0.0,https://www.youtube.com/watch?v=aMki1N6tocs
ay_mLJukk5U,TOKYO MX,温暖化対策を議論　「Ｃ40気候変動東京会議」開幕,,0.0,0.0,https://www.youtube.com/watch?v=ay_mLJukk5U
bDrDGDFwdoU,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part6-3 米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part6-3 　2008年7月26日(土)　

米国 ＣＡ ハリウッド』2008/8/24放送",0.0,0.0,https://www.youtube.com/watch?v=bDrDGDFwdoU
bzVDfdmG4kM,-BERSERK HAWKWIND,全世界の地表気温測定所の変化＝90年代以降激減,"気温測定所の実態、特に地域や時期によって、いかに偏りがあるか、概要をご理解頂けると思います。



＊翻訳者補足：このロシアの測定所だけでなく１９９０年代以降、世界中の測定所の数が激減しています。



＊このビデオが最初に発信されたサイト（アンソニー・ワッツ）

http://wattsupwiththat.com/2008/03/06/



＊参考サイト：ＮＡＳＡ－ＧＩＳＳサイト　http://data.giss.nasa.gov/gistemp/station_data/



＊翻訳者補足：アメリカが圧倒的に充実していて、２００７年８月にデータが改訂されていて、１９３０年代と９０年代が実質同程度の平均気温となっています。この図はNASA-GISSサイト　http://data.giss.nasa.gov/gistemp/graphs/Fig.D.lrg.gif　でご覧いただけます。",1.0,0.0,https://www.youtube.com/watch?v=bzVDfdmG4kM
cHnwerKDVCo,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part6-4  米国 ＣＡ ハリウッド,『SOS 気候変動国際会議Part6-4 　2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/24放送,0.0,0.0,https://www.youtube.com/watch?v=cHnwerKDVCo
cYWk8hFUlRo,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part4-2 米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part4-2 　2008年7月26日(土)　

米国 ＣＡ ハリウッド』2008/8/22放送　アルゴア氏は菜食やビーガンについて発言しているのでしょうか。食糧危機の解決方法についての、ゴールト教授のお話が続きます。スターライト児童基金のデニス・マーティン女史は子供たちが直面する苦境を懸念し、特に食事と環境の関係について質問しています。科学的、医学的証拠に基けば、たいていの病気は肉食からきている。",0.0,0.0,https://www.youtube.com/watch?v=cYWk8hFUlRo
cr0oVP_T4tc,スプリームマスターテレビジョン・ジャパン 旧,国連食糧農業機関：地球温暖化は畜産の影響,"国連食糧農業機関（FAO）の報告書Livestock's Long Shadow(家畜の長い影）によれば

気候変動の最大原因の一つは工場式畜産と指摘。

スプリームマスターテレビジョン",0.0,0.0,https://www.youtube.com/watch?v=cr0oVP_T4tc
dDSG-nNo1Kk,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part8-1 米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part8-1 　2008年7月26日(土)

　米国 ＣＡ ハリウッド』",0.0,0.0,https://www.youtube.com/watch?v=dDSG-nNo1Kk
fnuI23cX5R4,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part4-4米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part4-4 　2008年7月26日(土)　

米国 ＣＡ ハリウッド』2008/8/22放送　永久凍土層の下に閉じ込められたメタンガスに関する、人間の健康への危険性について質問されました。また、畜産により生じる極めて有毒なガスである硫化水素の事件とは？",0.0,0.0,https://www.youtube.com/watch?v=fnuI23cX5R4
gkCnayHiFk0,seal0420,地球温暖化のメカニズム,NPO法人 気象キャスターネットワーク代表の平井信行氏による、地球温暖化のメカニズムをわかりやすく説明した映像です。デジタル地球儀｢触れる地球｣を用いた温暖化の進行状況の説明は、地球温暖化の危機をダイレクトに訴えかけてきます。,0.0,0.0,https://www.youtube.com/watch?v=gkCnayHiFk0
gmmrAfTtjxk,greenactionjapan,No2.脱温暖化社会-G8に向けて日本は何をするべきか-,"脱温暖化社会G8に向けて日本は何をするべきか？

講演：鮎川ゆりか（WWFジャパン　気候変動特別顧問）

主催：グリーン・アクション

後援：気候ネットワーク

2008年4月26日（土）京都府総合福祉会館ハートピア京都



地球の温暖化は深刻な問題です。

これからの5−10年間に緊急の行動が必要であることが示されています。

しかし、日本の温暖化効果ガスの排出量は減少しておらず、依然として上昇している。

こういう状況の中、はたして今年の夏に開かれるG8に向けて日本はリーダーシップを取れるのであろうか？

鮎川ゆりかさんが、緊急に迫る問題点と日本の果たすべき役割についてお話しています。



講演資料は、グリーン・アクションホームページで公開しています。

http://www.greenaction-japan.org/",0.0,0.0,https://www.youtube.com/watch?v=gmmrAfTtjxk
h5Zh-MDhfRs,democracynowjp,気候変動の第一人者ジェイムズ・ハンセン博士に政府の弾圧,"NASA（米航空宇宙局）のゴダード宇宙研究所の所長をつとめてきたジェイムズ・ハンセン博士は、地球規模の気候変動に関する米国きっての専門家として知られています。988年の議会証言で地球温暖化について警告し、この問題に初めて世界の注意を促しました。彼は2006年1月、気候変動に早急に取り組む必要があるという研究結果の発表を政府に妨害されたとニューヨークタイムズ紙に伝え、世界のメディアに大きく取り上げられました。ハンセン博士本人のインタビューです。　

全編を見るときは、こちらのサイトへ　http://democracynow.jp/submov/20080321-1",0.0,0.4,https://www.youtube.com/watch?v=h5Zh-MDhfRs
ht5co7Ob5K4,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part8-4米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part8-4 　2008年7月26日(土)

　米国 ＣＡ ハリウッド』　最後の質問は地球通信事務所の管理者であるランス・ウェブスター氏です",0.0,0.0,https://www.youtube.com/watch?v=ht5co7Ob5K4
i12kSlHPHKs,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part1-4米国ＣＡハリウッド,"『SOS 気候変動国際会議Part 1-4　2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/17放送　

チャールズ皇太子をはじめ各界の著名人、科学者らが地球温暖化の危機を語っています",0.0,0.0,https://www.youtube.com/watch?v=i12kSlHPHKs
iKboyq4BM0s,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part4-3米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part4-3 　2008年7月26日(土)　

米国 ＣＡ ハリウッド』2008/8/22放送

大人や子供、更に胎児への肉食による悪影響の事実をご存知ですか。　村落権利拡大の為の緑の研究所代表のニック・ヘイミング氏からゴールト氏への質問では、水耕栽培法など自家栽培の方法を学ばなければならなくなるだろうと語られています。メディシン・グローバルの創始者と取締役であるJ・ベルソン女史は、食事と栄養に関して、より多く菜食を奨励するためにどうしたらよいか質問されています。",0.0,0.0,https://www.youtube.com/watch?v=iKboyq4BM0s
k24Gi5xycpw,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part1-3米国ＣＡハリウッド,"『SOS 気候変動国際会議Part 1-3　2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/17放送

...「平和はあなたの皿から始まる」という運動をご存知ですか。

西ハリウッド市長のジェフリー・プラン市長のスピーチと、

共同司会者カナダの記者ドナルド・ギルモア氏が登場します",0.0,0.0,https://www.youtube.com/watch?v=k24Gi5xycpw
kxwlKzSj-Ro,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part 1-1米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part 1-1　2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/17放送

レッドネーションTVの創設者であるJ・ロメロ女史の

アメリカ先住民ラコタの大地への祈りで始まります",0.0,0.0,https://www.youtube.com/watch?v=kxwlKzSj-Ro
l5Wknac7a6U,greenactionjapan,No4.脱温暖化社会-G8に向けて日本は何をするべきか-,"脱温暖化社会G8に向けて日本は何をするべきか？

講演：鮎川ゆりか（WWFジャパン　気候変動特別顧問）

主催：グリーン・アクション

後援：気候ネットワーク

2008年4月26日（土）京都府総合福祉会館ハートピア京都



地球の温暖化は深刻な問題です。

これからの5−10年間に緊急の行動が必要であることが示されています。

しかし、日本の温暖化効果ガスの排出量は減少しておらず、依然として上昇している。

こういう状況の中、はたして今年の夏に開かれるG8に向けて日本はリーダーシップを取れるのであろうか？

鮎川ゆりかさんが、緊急に迫る問題点と日本の果たすべき役割についてお話しています。



講演資料は、グリーン・アクションホームページで公開しています。

http://www.greenaction-japan.org/",0.0,0.0,https://www.youtube.com/watch?v=l5Wknac7a6U
lVGjy4saM6A,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part2-2米国ＣＡハリウッド,"『SOS 気候変動国際会議Part 2-2 2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/19放送

米国畜産業の実態を暴いたマッドカウボーイことハワードライマン氏の興味深いスピーチ",0.0,0.0,https://www.youtube.com/watch?v=lVGjy4saM6A
oBENJgZJIc8,StartYourEnginesX,三菱アイ・ミーブ正式に発売へ / MITSUBISHI iMiEV,三菱自動車は地球温暖化対策の一環として、走行中のCO2排出ゼロのEV(電気自動車)の開発に力を注いできた。iMiEV(アイ・ミーブ)は、i(アイ)のプラットフォームにEVシステムを搭載し、低重心なEVとして世界中で走行テストを繰り返してきた。いよいよ企業向けのリースとして発売されることとなった。価格は税込み4.916.100円、国や自治体の補助金がつくので実際には320〜350万円程度の負担となる。さて高いか、安いか,0.0,0.0,https://www.youtube.com/watch?v=oBENJgZJIc8
oKxluP-nMy4,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part7-5 米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part7-5 　2008年7月26日(土)　

米国 ＣＡ ハリウッド』2008/8/26放送",0.0,0.0,https://www.youtube.com/watch?v=oKxluP-nMy4
oyD-KelfNXE,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part3-2米国ＣＡハリウッド,"『SOS 気候変動国際会議Part3-2　 2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/20放送

スワミ氏の有機農法、そしてハワード・ライマン氏のスピーチ

「家畜達の長い影」の真相「肉食は一番の殺人者である」をご覧下さい",0.0,0.0,https://www.youtube.com/watch?v=oyD-KelfNXE
pqEB9nG5IFc,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Par8-3米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Par8-3

　2008年7月26日(土)　米国 ＣＡ ハリウッド』",0.0,0.0,https://www.youtube.com/watch?v=pqEB9nG5IFc
q-eLyfE3EnE,jnesc21,「ＣＯＰ１５　CYCLING　TOUR」In　和歌山　会長挨拶,"2009年、気候変動に関する国際連合枠組み条約における、

第15回締約国会議(COP15)がデンマ－クの首都コペンハ－ゲンで開催されます。

和歌山県においてもサイクリングを通して、

世界に向けて県下における様々なエコ(環境)アピ－ルを発信いたします。",0.0,0.0,https://www.youtube.com/watch?v=q-eLyfE3EnE
qI9LiMgIpyQ,スプリームマスターテレビジョン・ジャパン 旧,ラジェンドラパチャウリ博士による講演　パート2-1,"ラジェンドラパチャウリ博士による講演　パート2-1

地球温暖化 食肉生産と消費が

気候変動に及ぼす影響

と題する講演が

著名なラジェンドラ

パチャウリ博士に

より行われました



aw958-1",0.0,0.0,https://www.youtube.com/watch?v=qI9LiMgIpyQ
qhpPyJIbz1o,-BERSERK HAWKWIND,地球温暖化詐欺アメリカ版（ＣＮＮ）／正体暴露－脅迫の気候（２／７）,"２００７年５月２日、月米ＣＮＮのゴールデン・タイム・キャスター、グレン・ベックによる地球温暖化の欺瞞を暴くスペシャル番組が行われました。



地球温暖化問題の疑惑を暴露するドキュメンタリーとして、最近ではイギリスＢＢＣによる地球温暖化詐欺＝The Great Global Warming Swindleが話題になりましたが、実は米でも直後に同様の報道がなされていました。



日本との報道事情のギャップをご体感ください。



この２番目のクリップでは、『環境危機をあおってはいけない』や『地球と一緒に頭も冷やせ』のデンマークの著者、ビョルン・ロンボルグ氏が登場します。京都議定書等の温暖化対策の非効率さを一刀両断し、世界が抱える大きな問題の解決の優先順位付けや、現在私達がすぐにすべき事を訴えます。



＊誤訳がありました（２：２０前後、正２０８０年、誤２００８年）",1.0,1.0,https://www.youtube.com/watch?v=qhpPyJIbz1o
qiCDsAB6jAY,スプリームマスターテレビジョン・ジャパン 旧,気候変動　危険なメタンの過激な上昇　Climate Change OPTION3,"気候変動　危険なメタンの過激な上昇　Climate Change OPTION3



更なる情報はこちらにアクセスwww.SupremeMasterTV.com",0.0,0.0,https://www.youtube.com/watch?v=qiCDsAB6jAY
sD3sBqIO9nA,JAPANONTHEAIR,地球温暖化で食糧危機が深刻になっていることについて,2009年3月9日『朝鮮の声放送』（北朝鮮海外向け日本語放送）より,0.0,0.0,https://www.youtube.com/watch?v=sD3sBqIO9nA
scVFAms3W_Y,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part6-1米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part6-1 　2008年7月26日(土)

　米国 ＣＡ ハリウッド』2008/8/24放送",0.0,0.0,https://www.youtube.com/watch?v=scVFAms3W_Y
tYG4qgR3NgA,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part6-2米国 ＣＡ ハリウッド,"『SOS 気候変動国際会議Part6-2 　2008年7月26日(土)

　米国 ＣＡ ハリウッド』2008/8/24放送",0.0,0.0,https://www.youtube.com/watch?v=tYG4qgR3NgA
urrTp2yADus,Beata Kowal,Re: パチンコ遠隔操作/global issues,EARTH DAY,0.0,0.0,https://www.youtube.com/watch?v=urrTp2yADus
v_MF-qpU_1A,FoEJapan,フォーラム２： part2「森林減少による炭素排出と気候変動」,5月21、22日、東京・JICA地球ひろばにおいて行われた、国際環境NGO FoE Japan、地球・人間環境フォーラム、NPO法人バイオマス産業社会ネットワーク主催の「G8環境大臣会合に向けた国際市民フォーラム〜バイオ燃料・森林減少防止は気候変動対策となるか？〜先進国の役割と責任」からの抜粋とそれに関する緊急提言,0.0,0.0,https://www.youtube.com/watch?v=v_MF-qpU_1A
va_LLggnyy4,-BERSERK HAWKWIND,スベンスマルク-雲の神秘（5/5）-地球温暖化の真犯人は雲、宇宙線、太陽,"気候変動、地球温暖化の主因は二酸化炭素ＣＯ２ではありません。気候変動の新理論＝宇 宙気候学を発足させた、デンマークの宇宙物理学者ヘンリク・スベンスマーク氏らのドキ ュメンタリーです。スベンスマーク氏が宇宙線と雲の関係を提唱しはじめた１９９０年代 後半から、その軌跡を追った内容となっています。この5/5では、宇宙線によるエアロゾルと雲の形成実験－SＫＹ実験での成果とそれを得るまでの格闘、論文アクセプトまでの困難、１０年近い格闘とその感慨、そして地球と宇宙との気候における関係について披露されます。



＊この『雲の神秘』では、その制作にあたりデンマーク科学省からの費用の提供も受けています。



＊このシリーズを最後までご覧いただき、どこかでご紹介頂ける事がありましたら、こちらのページも事前にご一読頂き、ご参照頂けましたら幸いです。



太陽活動＝宇宙線説が正解と考えられるこれだけある根拠

http://www.mission-k.net/globalwarming/cosmicray/cosmicray.html",1.0,0.0,https://www.youtube.com/watch?v=va_LLggnyy4
vdEG5Ly4s1g,Japan Atomic Industrial Forum,Jaif Tv 第13回「気候変動シンポとHLWシンポ」(2008/12/22),"気候変動国際シンポジウムおよび高レベル放射性廃棄物処分シンポジウムの様子を、現地の映像を交えレポートします。



・気候変動交際シンポジウム（平成２０年１１月１７日 開催）

地球温暖化問題は、今後予想される被害の大きさや生物に与える影響の深刻さからみても、人類が今までに経験したしたことのない、存続に係わる重大な環境問題です。

日米民間対話日本委員会と原産協会は、地球温暖化問題は、日常の生活に密接に関係するものであることについて参加者の理解が進み、更に、具体的な行動につながることを期待して開催しました。



・高レベル放射性廃棄物処分シンポジウム（平成２０年１２月９日 開催）

高レベル放射性廃棄物の処分問題は、原子力発電が持続可能かつクリーンなエネルギー源として確固たる位置を築くための喫緊かつ重要な課題です。

　そこで原産協会は、この問題を一歩でも前に進めるために、同じように施設の立地が難しい他の産業の取り組みから学ぼうという、新しい観点から、今回シンポジウムを開催しました。",0.0,0.0,https://www.youtube.com/watch?v=vdEG5Ly4s1g
wKPMEWIK3Tg,niwayuya,にわゆうやチャンネル第2回「地球に優しい環境づくりを目指して＜前半＞」,洞爺湖サミットの位置づけと地球温暖化をめぐる現状,0.0,0.0,https://www.youtube.com/watch?v=wKPMEWIK3Tg
x13p6UXiqRk,彩条あきら・レドラスタジオ,環境破壊ストップＣＭ,今、地球がやばいです。,0.0,0.0,https://www.youtube.com/watch?v=x13p6UXiqRk
x3fFRdeWNsI,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part4-1 米国 ＣＡ ハリウッド,『SOS 気候変動国際会議Part4-1　2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/22放送　食肉産業は現在の状況にどのように影響しているのでしょうか。食料と気候変動との関連性とは？　R・ゴールト教授のお話しを聞いてみましょう。,0.0,0.0,https://www.youtube.com/watch?v=x3fFRdeWNsI
xfFizrXnTFQ,スプリームマスターテレビジョン・ジャパン 旧,SOS 気候変動国際会議Part3-3米国ＣＡハリウッド,"『SOS 気候変動国際会議Part3-3 2008年7月26日(土)　米国 ＣＡ ハリウッド』2008/8/20放送

グリーンテクノロジー研究所のＧ･シン博士、シエラクラブの地球温暖化委員会からジム・スチュワート博士、農業専門家を先導するカリフォルニア大学　デービス校よりR・ゴールド教授ら三名の識者が語る",0.0,0.0,https://www.youtube.com/watch?v=xfFizrXnTFQ
yVP8xDB6LKE,-BERSERK HAWKWIND,スベンスマルク-雲の神秘（4/5）-地球温暖化の真犯人は雲、 宇宙線、太陽,"気候変動、地球温暖化の主因は二酸化炭素ＣＯ２ではありません。 雲の形成を左右する宇宙線と、その侵入量を左右する太陽活動が真 の理由です。宇宙気候学－気候変動の宇宙線理論を発足させたデン マークの宇宙物理学者ヘンリク・スベンスマーク博士と、協同科学 者達のドキュメンタリーです。この4/5には過去５億年の海水温度を復元したヤン・ヴァイツァー教授も登場し,

ニアー・シャヴィーヴ教授の宇宙線復元データとのマッチングのいきさつも披露されます。



＊この『雲の神秘』では、その制作にあたりデンマーク科学省からの費用の提供も受けています。",1.0,0.0,https://www.youtube.com/watch?v=yVP8xDB6LKE
zUqhcv9NEYY,-BERSERK HAWKWIND,ＮＡＳＡ最高責任者が温暖化への疑問視発言後に行った会議について,『NASA最高責任者は温暖化問題への疑問を公言』も併せてご参照ください。,0.8,0.0,https://www.youtube.com/watch?v=zUqhcv9NEYY
